property_type,society,sector,price,price_per_sqft,bedroom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,store room,pooja room,others,furnishing_type,luxury_score
house,project mianwali colony,sector 12,1.7,9444.0,1,1,2,1.0,Old Property,2000.0,0,0,0,0,0,0,0
flat,surya vihar rwa,sector 21,1.3,6500.0,5,5,2,2.0,Old Property,2400.0,1,1,1,0,0,2,59
house,dlf city plots phase 2,sector 25,15.5,34307.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,0,162
house,independent,sector 13,0.45,4808.0,1,1,0,1.0,Old Property,936.0,0,0,0,0,0,0,0
flat,the cocoon,dwarka expressway,2.0,13333.0,3,3,3,5.0,New Property,1357.142857142857,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,1.9,22700.0,3,3,3,1.0,New Property,1137.0,0,0,0,0,0,0,30
house,independent,sector 26,18.0,39841.0,5,4,3+,4.0,Moderately Old,4518.0,1,1,1,1,0,2,122
flat,ild grand,sector 37c,1.35,7143.0,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,0,60
flat,paras dews,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively New,1535.0,1,0,0,0,0,0,49
flat,umang monsoon breeze,sector 78,0.95,5491.0,3,3,2,9.0,Relatively New,1730.0,0,0,0,0,0,2,74
flat,bestech park view residency,sector 2,0.95,6709.0,2,2,3,10.0,Old Property,1573.3333333333333,0,0,0,0,0,2,106
house,dlf city plots,sector 26,17.3,38737.0,6,7,3+,3.0,New Property,4518.0,1,1,1,1,0,2,142
house,independent,sector 4,0.67,8557.0,3,2,1,1.0,Moderately Old,783.0,0,0,0,1,1,0,27
flat,deepak minda,manesar,1.2,4528.0,3,3,3+,6.0,Moderately Old,2944.4444444444443,1,0,0,0,0,0,7
flat,tulip violet,sector 69,1.36,8843.0,3,3,1,12.0,Relatively New,1391.5238095238094,0,0,0,1,0,0,95
flat,ild greens,sector 37c,0.95,5067.0,3,3,3+,0.0,New Property,1696.4285714285713,0,0,0,0,0,0,51
flat,mapsko mount ville,sector 79,1.25,7716.0,3,3,2,1.0,Relatively New,1211.8460317460317,0,1,0,1,0,2,184
flat,dlf the skycourt,sector 86,1.59,8243.0,3,3,3,17.0,Relatively New,1700.0,0,0,0,0,1,2,174
flat,pareena coban residences,sector 99a,1.05,6774.0,2,2,3,2.0,Relatively New,1390.0,0,1,0,0,0,0,49
flat,m3m woodshire,sector 107,1.65,5961.0,4,5,3+,12.0,Relatively New,2504.3809523809523,1,0,0,0,0,0,21
flat,vatika lifestyle homes,sector 83,1.1,6268.0,3,3,2,8.0,Relatively New,1587.8571428571427,0,1,1,1,0,2,192
house,independent,sector 38,3.5,24306.0,3,3,2,1.0,Relatively New,1440.0,0,0,0,0,0,0,0
flat,m3m skycity,sector 65,1.8,13699.0,2,2,3,13.0,New Property,1455.5555555555554,0,0,0,0,0,0,82
flat,satya the hermitage,sector 103,0.89,6138.0,2,3,3,1.0,Relatively New,1256.5079365079364,1,0,0,0,0,0,84
flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,4.0,Relatively New,978.23,0,1,0,0,0,0,153
flat,greenopolis,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,0,76
flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,3923.9523809523807,1,1,1,0,0,2,176
flat,cancon enclave,sector 4,1.05,7778.0,3,2,2,2.0,New Property,1500.0,0,0,0,0,0,2,0
flat,tata primanti,sector 72,3.85,13253.0,4,5,3+,13.0,Relatively New,2628.333333333333,1,0,0,0,0,2,192
flat,smart world orchard,sector 61,2.57,15767.0,3,3,2,3.0,Under Construction,1630.0,0,1,0,0,0,0,0
flat,dlf regal gardens,sector 90,1.25,7167.0,3,3,2,11.0,Relatively New,1577.9047619047617,0,0,0,0,1,0,14
flat,tulip violet,sector 69,1.31,8518.0,3,3,2,12.0,Relatively New,1391.5238095238094,0,0,0,1,0,2,192
flat,la lagune,sector 54,6.75,21361.0,4,6,3+,11.0,Moderately Old,2455.0,1,0,0,0,0,2,128
house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively New,4500.0,1,1,0,1,1,0,49
flat,vatika gurgaon,sector 83,0.95,6574.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,2,105
house,not applicable,sector 11,2.2,12222.0,4,3,2,1.0,Old Property,1800.0,0,1,0,1,0,0,24
flat,ss the leaf,sector 85,1.17,6720.0,2,3,3,10.0,Relatively New,1550.0,0,0,0,0,1,0,49
flat,pyramid elite,sector 86,0.45,7745.0,2,2,1,4.0,Under Construction,645.9535988888888,0,0,0,0,0,0,75
house,independent,sector 26,4.0,29630.0,4,4,3,2.0,Old Property,1350.0,0,0,1,0,0,0,50
house,independent,sector 56,4.0,26613.0,4,4,3+,2.0,Relatively New,1503.0,0,0,0,0,0,2,24
flat,ss the coralwood,sector 84,1.01,5771.0,3,3,2,18.0,Relatively New,1475.0,0,0,0,0,0,0,40
flat,emaar palm gardens,sector 83,1.3,11872.0,3,3,3,16.0,Relatively New,1386.595238095238,1,0,0,0,0,2,192
flat,tulip violet,sector 69,1.72,8731.0,4,4,1,12.0,Relatively New,1782.3809523809523,0,0,0,0,0,0,95
flat,ss the leaf,sector 85,1.3,7927.0,2,2,2,17.0,New Property,1483.8095238095236,0,0,0,0,0,0,99
flat,awho shanti vihar,sector 95,0.82,9880.0,2,2,3+,13.0,New Property,1094.4444444444443,0,1,0,0,0,0,123
flat,signature global park,sohna road,0.54,7248.0,2,1,3,1.0,New Property,827.7777777777777,0,0,0,0,0,0,74
house,experion windchants,sector 112,9.5,23457.0,5,5,3,2.0,Relatively New,7450.0,1,0,0,0,0,0,54
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1154.4761904761904,0,0,0,0,0,0,69
flat,signature global park 4,sector 36,0.72,6660.0,3,2,3,3.0,Under Construction,978.0476190476189,0,0,0,0,0,0,0
flat,dlf the icon,sector 43,6.0,26087.0,4,4,3+,18.0,Old Property,2555.5555555555557,1,0,0,0,0,2,159
house,independent,sector 7,1.35,4545.0,4,5,0,3.0,Old Property,330.0,0,0,0,0,0,0,0
flat,ansal api celebrity suites,sector 2,0.6,8163.0,1,1,1,5.0,Moderately Old,664.9999999999999,0,0,0,0,0,2,97
house,sector 38 rwa,sector 38,4.3,28782.0,3,9,3+,3.0,Relatively New,1494.0,0,0,0,1,1,2,49
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5008.0,4,5,3+,4.0,Moderately Old,1716.3333333333333,1,0,0,0,0,0,37
house,independent,sector 67,3.0,11905.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,0,0
flat,micasa sec 68,sohna road road,1.5,12245.0,2,2,3,11.0,New Property,1361.111111111111,0,0,0,0,0,0,44
house,nirvana country,sector 50,10.0,14286.0,5,7,2,4.0,Moderately Old,7000.0,1,0,0,0,0,1,0
flat,signature the serenas,sohna road,0.42,7910.0,2,2,1,12.0,New Property,590.0,0,0,0,0,0,0,63
flat,bptp terra,sector 37d,2.08,10000.0,4,4,3,0.0,New Property,2210.333333333333,1,1,0,1,0,0,139
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3,2.0,Moderately Old,1800.0,1,1,0,1,0,0,69
flat,dlf the ultima,sector 81,2.2,10476.0,3,4,3+,17.0,Relatively New,1899.9999999999998,1,0,0,0,0,1,49
flat,tulip leaf,sector 69,2.06,11388.0,3,3,3,16.0,Relatively New,1639.4285714285713,0,0,0,0,0,0,49
flat,vatika the seven lamps,sector 82,1.39,6411.0,3,3,3+,11.0,Relatively New,1954.285714285714,1,1,0,0,0,2,126
flat,guru gram haryana cghs,sector 56,1.39,8424.0,3,2,3,6.0,Old Property,1750.0,1,0,0,1,0,2,106
house,independent,sector 4,0.61,11111.0,2,2,2,2.0,Moderately Old,61.0,0,0,0,0,1,0,14
flat,bestech park view residency,sector 2,0.95,6714.0,2,2,3,1.0,Moderately Old,1280.2380952380952,0,0,0,0,0,2,100
flat,signature global city 92,sector 92,0.78,8050.0,2,2,2,2.0,New Property,1083.0,0,0,0,0,0,2,56
flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3,3,3,2.0,New Property,1588.888888888889,0,0,0,0,0,2,135
flat,ats triumph,sector 104,2.3,10000.0,3,4,3+,15.0,New Property,2544.4444444444443,1,0,0,0,0,0,126
flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,10.0,Moderately Old,1854.0,0,0,1,1,0,0,120
flat,rwa,sector 7,0.48,6000.0,3,2,1,1.0,New Property,888.8888888888889,0,0,0,0,0,0,21
house,emaar mgf marbella,sector 66,8.8,41608.0,4,4,3+,3.0,Relatively New,2115.0,1,0,1,1,0,0,125
flat,ats kocoon,sector 109,1.75,10029.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,1,0,2,49
flat,vatika gurgaon,sector 83,1.1,6051.0,3,3,3,12.0,Relatively New,1569.7619047619046,1,0,0,0,0,2,75
house,dlf city plots phase 2,sector 25,6.5,33592.0,3,9,3+,3.0,Old Property,1935.0,1,1,1,1,0,2,160
flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,1,44
house,independent,sector 3,0.37,7923.0,1,1,1,1.0,Relatively New,480.0,0,0,0,0,0,0,0
flat,ramprasta awho,sector 95,0.92,5257.0,3,3,3+,13.0,New Property,1750.0,0,0,0,0,0,0,0
flat,ireo the corridors,sector 67a,2.08,12044.0,3,3,2,6.0,Under Construction,1562.5238095238094,0,0,0,0,1,0,63
house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Relatively New,5574.7,1,0,1,0,0,0,131
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1305.0,1,1,0,0,0,0,49
flat,kendriya vihar,sector 56,0.55,9016.0,1,2,1,0.0,Old Property,677.7777777777777,0,0,0,0,0,0,77
flat,the close south,sector 50,3.25,12810.0,3,4,3+,4.0,Old Property,2818.8888888888887,1,0,0,0,0,2,153
flat,ss the leaf,sector 85,1.85,6579.0,4,5,3+,1.0,Relatively New,2544.190476190476,0,0,0,0,0,0,104
flat,experion the heartsong,sector 108,1.2,6826.0,3,3,3+,10.0,Relatively New,1275.53,0,1,0,0,0,0,102
flat,microtek greenburg,sector 86,1.25,8446.0,2,2,3,13.0,Moderately Old,1339.0476190476188,0,1,0,0,0,0,6
flat,rof ananda,sector 95,0.38,6922.0,2,2,1,4.0,New Property,610.193531111111,0,0,0,0,0,0,0
flat,gls avenue 51,sector 92,0.39,6075.0,3,3,3+,6.0,Relatively New,713.0485755555554,0,0,0,0,0,0,122
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,Moderately Old,555.5555555555555,0,0,0,0,1,0,0
flat,signature global city 37d ph 2,sector 37d,1.36,8848.0,3,3,3,1.0,Under Construction,1535.0,0,0,0,1,1,0,37
flat,dlf regal gardens,sector 90,2.05,8999.0,4,4,3+,5.0,Relatively New,2004.0476190476188,0,0,0,0,0,2,49
house,prem kunj,sohna road road,0.5,7407.0,2,4,3,3.0,Relatively New,725.0,0,0,0,1,0,0,22
house,international city by sobha phase 2,sector 109,9.5,26389.0,5,5,3+,2.0,Relatively New,3600.0,1,1,1,1,0,0,142
flat,dlf new town heights,sector 90,1.75,5721.0,4,4,3+,17.0,Relatively New,2467.285714285714,1,0,0,1,0,0,97
flat,raheja vedaanta,sector 108,1.5,5263.0,3,4,0,12.0,Relatively New,2850.0,0,0,0,0,0,0,0
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,1982.3333333333333,1,0,0,0,0,0,136
flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,2.0,Relatively New,1945.238095238095,1,0,0,0,1,0,74
flat,ats triumph,sector 104,2.5,7937.0,4,4,3+,14.0,New Property,2849.9999999999995,1,0,0,0,0,0,21
flat,green campus chs,manesar,0.9,3935.0,3,3,3+,6.0,Moderately Old,2069.190476190476,1,0,0,0,0,0,5
flat,shree vardhman victoria,sector 70,1.23,9111.0,2,2,3,1.0,Relatively New,1221.4285714285713,0,1,0,0,0,0,52
house,vipul tatvam villa,sector 48,7.25,22377.0,4,4,3,2.0,Relatively New,3240.0,1,1,1,1,0,2,112
flat,the arzoo cghs,sector 51,2.1,9130.0,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,67
flat,vatika the seven lamps,sector 82,0.78,5932.0,2,2,2,0.0,Relatively New,1174.3809523809523,0,0,0,0,0,2,112
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,0,0.0,Relatively New,2194.4444444444443,0,0,1,0,0,0,59
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,3.0,New Property,1423.0,0,1,0,0,1,0,37
flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,12.0,New Property,670.0,0,1,0,0,0,2,108
flat,zara aavaas,sector 104,0.2,6645.0,1,1,1,3.0,Relatively New,301.0,0,0,0,0,0,0,75
flat,tulip violet,sector 69,1.4,8929.0,3,3,1,12.0,Relatively New,1376.0,0,0,0,1,0,0,192
flat,godrej oasis,sector 88a,1.38,6680.0,3,3,3+,7.0,Relatively New,2295.5555555555557,1,0,0,0,0,0,81
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,22.0,Relatively New,1153.997619047619,0,1,0,1,0,0,178
flat,paras dews,sector 106,0.88,6354.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,0,0,0,49
flat,surendra avenue 69,sector 69,0.75,6818.0,2,2,2,4.0,Moderately Old,1100.0,0,0,0,0,0,0,0
flat,ashiana anmol,sohna road,0.9,9464.0,2,2,2,13.0,Relatively New,1105.1190476190477,0,0,0,0,0,1,138
flat,the close north,sector 50,2.35,11768.0,3,3,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,2,183
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Relatively New,1888.238095238095,0,0,0,0,0,0,175
flat,vatika gurgaon,sector 83,0.98,8167.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,2,105
flat,ss residency,sector 12,0.53,4818.0,3,3,2,2.0,Relatively New,995.2380952380952,0,0,0,0,0,2,14
flat,"godrej 101, sector 79",sector 79,1.25,9038.0,2,2,3,1.0,Relatively New,1383.0,0,0,0,0,0,0,0
flat,bestech park view spa next,sector 67,2.7,11489.0,4,4,3+,9.0,Moderately Old,2126.190476190476,1,0,0,1,0,2,167
flat,m3m skycity,sector 65,3.0,16411.0,3,3,3,17.0,Under Construction,1828.0,0,0,0,0,0,0,117
flat,palam vihar society,sector 2,3.35,7444.0,4,4,3+,2.0,New Property,5000.0,0,1,0,0,0,0,83
flat,huda housing board society,sector 52,0.45,9740.0,1,1,0,0.0,Moderately Old,513.0792333333334,0,0,0,1,0,2,43
flat,la vida by tata housing,sector 113,2.78,11347.0,3,3,3,3.0,New Property,2599.0,1,1,0,0,0,0,192
house,shree krishna homes,sector 104,0.48,5556.0,2,2,1,1.0,New Property,795.0,0,1,0,1,1,0,44
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,4,3,3,7.0,Moderately Old,10000.0,1,0,0,0,0,0,44
flat,krisumi waterfall residences,sector 36a,2.3,15551.0,2,2,2,23.0,Relatively New,1479.0,0,0,0,0,0,0,59
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2,2,2,14.0,Relatively New,915.0,0,0,0,0,0,0,0
flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,3,3,2,5.0,Moderately Old,1722.2222222222222,0,0,0,0,0,2,103
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,4,4,3,2.0,Relatively New,1650.0,0,1,0,0,0,2,98
flat,puri emerald bay,sector 104,2.3,9388.0,3,4,3+,10.0,Moderately Old,2216.6666666666665,1,0,0,0,0,0,110
house,suncity essel towers,sector 28,6.0,22222.0,4,4,3+,3.0,Old Property,2700.0,0,1,0,0,0,2,98
flat,godrej nature plus,sector 33,1.55,9955.0,3,2,3+,8.0,New Property,1730.0,0,0,0,0,0,0,43
flat,rose apartment,sector 28,3.0,10482.0,3,5,3+,8.0,Old Property,2589.428571428571,0,0,0,0,0,0,0
house,unitech espace,sector 50,7.45,34491.0,4,4,3,3.0,Old Property,4500.0,1,0,0,0,0,2,68
house,central park flower valley,sector 33,1.15,9350.0,2,2,3,2.0,Relatively New,1400.0,0,1,0,0,0,2,80
flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,6.0,Relatively New,1221.4285714285713,0,1,0,0,0,0,174
flat,hcbs sports ville,sohna road,0.32,4301.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,0,109
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,11998.0,3,3,2,1.0,New Property,1336.3619047619047,0,0,0,0,0,0,67
house,independent,sector 6,0.5,8333.0,3,3,2,2.0,Moderately Old,600.0,0,0,0,1,0,0,0
flat,rof ananda,sector 95,0.37,5745.0,3,2,1,6.0,Relatively New,715.679751111111,0,0,0,1,0,2,72
flat,puri diplomatic greens,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2669.047619047619,1,0,0,0,0,0,103
flat,antriksh heights,sector 84,0.89,4369.0,3,3,3,8.0,Relatively New,1832.1428571428569,0,0,0,1,0,0,76
flat,tata primanti,sector 72,6.75,19286.0,4,4,3+,0.0,New Property,4000.0,1,0,0,0,0,2,192
flat,bestech park view residency,sector 2,1.5,7825.0,3,4,3+,10.0,Moderately Old,1737.1428571428569,1,0,0,0,0,0,102
flat,sare green parc 2,sector 92,0.75,4744.0,3,3,3,2.0,Relatively New,1415.0,0,0,0,0,1,2,49
flat,paras dews,sector 106,0.95,6859.0,2,2,3+,2.0,Relatively New,940.0,0,0,0,0,0,0,49
house,independent,sector 3 phase 2,1.0,11111.0,3,4,2,2.0,Relatively New,900.0,0,0,0,0,0,0,0
flat,raheja sampada,sector 92,0.7,4453.0,3,3,0,7.0,Relatively New,1572.0,0,0,0,0,0,0,0
flat,mahindra aura,sector 110,1.4,9655.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,2,160
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4,4,3,9.0,Moderately Old,11111.111111111111,1,0,0,0,0,0,44
flat,dlf regal gardens,sector 90,1.25,10417.0,3,3,3,18.0,Moderately Old,1436.6190476190475,1,0,0,0,0,0,109
flat,birla navya,sector 63a,3.5,25926.0,3,3,3,1.0,Under Construction,1350.0,0,0,0,0,0,0,47
flat,experion the heartsong,sector 108,1.02,7950.0,2,3,3,4.0,Relatively New,1283.0,0,1,0,0,0,0,130
flat,sobha city,sector 108,1.9,13758.0,2,2,2,8.0,Relatively New,1249.4761904761904,0,0,0,0,0,0,94
flat,ace palm floors,sector 89,0.97,7861.0,2,2,2,1.0,New Property,1371.111111111111,0,1,0,0,0,0,28
flat,corona optus,sector 37c,1.5,6361.0,3,4,3+,14.0,New Property,2133.428571428571,1,0,0,0,1,0,92
flat,signature global orchard avenue,sector 93,0.38,6387.0,2,2,2,7.0,Relatively New,661.0230588888888,0,0,0,0,0,0,25
flat,m3m sky lofts,sector 71,0.9,13177.0,1,1,0,6.0,New Property,683.0,0,0,0,0,0,0,77
flat,shree vardhman flora,sector 90,0.92,4907.0,3,4,3,4.0,Relatively New,1493.2142857142858,1,0,0,0,0,0,125
flat,mapsko casa bella,sector 82,1.38,5444.0,4,5,3+,20.0,Relatively New,2293.5714285714284,1,0,0,0,0,0,88
house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.55,9639.0,3,3,2,2.0,Relatively New,1454.8571428571427,0,0,0,1,0,2,95
flat,godrej,sector 33,0.95,6859.0,2,2,3+,3.0,Under Construction,1253.095238095238,0,0,0,0,0,0,0
house,independent,sector 14,4.5,20000.0,5,5,1,1.0,Relatively New,2777.777777777778,0,0,0,0,0,0,0
flat,deepak minda,manesar,1.25,4715.0,3,3,3+,6.0,Moderately Old,2944.4444444444443,1,0,0,0,0,0,44
flat,signature global solera,sector 107,0.49,8221.0,2,2,1,8.0,Relatively New,598.0,0,0,0,0,1,1,49
flat,hero homes,sector 104,1.4,15819.0,3,2,2,4.0,Under Construction,1119.790476190476,0,0,0,0,0,0,49
house,independent,sector 26,15.0,33333.0,4,4,3,3.0,Moderately Old,4500.0,1,0,1,0,0,2,36
flat,the nav manesar apartment,sector 1,0.85,3953.0,3,3,3+,5.0,Moderately Old,1945.238095238095,1,0,0,0,0,0,5
flat,ireo skyon,sector 60,3.05,12788.0,3,3,3,9.0,Relatively New,2300.0,1,0,0,0,0,2,183
flat,central park flower valley,sector 33,2.2,10476.0,3,3,3,12.0,New Property,1899.9999999999998,1,0,0,0,0,2,49
flat,dlf the ultima,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,1557.4920634920634,1,0,0,0,0,0,115
flat,m3m merlin,sector 67,3.5,14583.0,3,4,3,17.0,Relatively New,2224.6031746031745,1,0,1,0,0,2,185
house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,0,0
flat,sobha city,sector 108,2.95,14728.0,3,4,2,12.0,Relatively New,2003.0,0,0,0,0,0,0,49
house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,0,114
flat,umang monsoon breeze,sector 78,0.7,5719.0,2,2,2,5.0,Moderately Old,1224.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.65,14335.0,2,2,3,1.0,Under Construction,1278.888888888889,0,0,0,0,0,0,47
flat,tulsiani easy in homes,sohna road,0.4,7921.0,2,2,3,9.0,Under Construction,561.1111111111111,0,0,0,0,0,0,45
flat,ansal sushant lok ci,sector 43,2.0,15152.0,3,3,2,1.0,Old Property,1466.6666666666667,1,0,0,0,0,1,15
flat,tulip violet,sector 69,1.38,8967.0,3,3,1,12.0,Relatively New,1391.5238095238094,0,0,0,1,0,0,95
flat,apex our homes,sector 37c,0.38,4108.0,2,2,1,9.0,Relatively New,925.0,0,0,0,0,0,0,74
flat,ats triumph,sector 104,2.63,9564.0,4,4,3+,21.0,Relatively New,2952.7777777777774,1,0,0,0,0,2,179
flat,microtek greenburg,sector 86,1.93,8446.0,3,4,3,12.0,Relatively New,2067.3809523809523,1,0,0,0,0,0,81
flat,apartment,sector 92,0.75,4688.0,3,4,3,2.0,Moderately Old,1777.7777777777778,0,1,0,0,0,0,122
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,1745.2857142857142,0,0,0,1,0,0,81
flat,dlf the primus,sector 82a,1.8,13846.0,3,3,3+,10.0,Relatively New,1544.6507936507935,1,0,0,0,0,1,192
flat,signature global park,sohna road,0.9,6254.0,3,3,3,3.0,Relatively New,1598.888888888889,0,0,0,1,0,0,105
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,20.0,Relatively New,1700.0,1,0,0,0,0,1,192
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1417.7777777777778,0,0,0,0,0,0,80
flat,ireo the corridors,sector 67a,1.62,9380.0,3,3,2,4.0,New Property,1346.2619047619046,0,0,1,0,0,2,160
flat,suncity avenue 76,sector 76,0.55,7422.0,2,2,2,9.0,Under Construction,823.3333333333333,0,0,0,0,0,0,26
house,independent,sector 105,0.7,5833.0,3,2,2,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,1.2,8299.0,3,2,3+,16.0,Relatively New,1606.6666666666665,0,1,0,1,0,2,160
house,hero homes,sector 104,1.95,21196.0,3,5,3+,2.0,Moderately Old,920.0,0,0,0,0,0,0,80
house,independent,sector 13,2.25,6944.0,10,10,2,1.0,Old Property,400.0,0,0,0,0,0,0,0
house,independent,sector 28,1.39,11583.0,2,2,1,3.0,Old Property,1450.0,0,0,1,0,0,0,37
flat,the center court,sector 88a,2.1,12174.0,4,4,3,0.0,New Property,1745.0,1,1,0,0,0,0,160
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8,8,3,3.0,Moderately Old,3762.0,1,1,1,1,0,1,178
house,independent,sector 105,1.3,11556.0,3,3,1,2.0,Moderately Old,1125.0,0,0,0,0,0,0,16
flat,pareena laxmi apartments,sector 99a,0.32,6107.0,2,2,2,2.0,New Property,473.04761904761904,0,0,0,0,0,0,59
flat,elan the presidential,sector 106,6.3,15385.0,5,6,3+,10.0,Under Construction,3796.9444444444443,0,0,0,0,0,2,71
flat,vatika xpressions,sector 88b,1.1,8148.0,2,4,3+,2.0,Under Construction,1350.0,0,1,0,0,0,0,67
flat,bestech park view ananda,sector 81,1.45,8735.0,3,2,3+,3.0,Relatively New,1352.063492063492,0,0,0,0,1,0,46
flat,shree vardhman victoria,sector 70,1.1,8462.0,2,2,2,0.0,New Property,1025.873015873016,0,1,0,0,0,0,49
house,unitech espace,sector 50,7.42,34352.0,4,4,3,2.0,Old Property,3200.0,0,0,0,0,0,2,97
flat,bptp astaire gardens,sector 70a,1.6,8658.0,4,4,3,1.0,Relatively New,1600.0,0,1,0,0,1,0,42
flat,bptp terra,sector 37d,1.79,8981.0,4,3,3,15.0,Relatively New,1807.7142857142856,0,0,0,0,1,2,37
house,ansal sushant lok plots,sector 43,3.3,26570.0,1,1,0,2.0,Under Construction,1242.0,0,0,0,0,0,0,0
flat,corona optus,sector 37c,1.44,7251.0,3,3,3+,8.0,New Property,2211.111111111111,1,0,0,0,0,0,37
house,ansal sushant lok,sector 43,10.5,27911.0,4,4,2,2.0,Old Property,3762.0,1,0,0,0,0,0,68
flat,breez global heights,sohna road,0.46,6479.0,2,2,2,6.0,Relatively New,788.8888888888889,0,0,0,0,0,1,49
flat,emaar palm gardens,sector 83,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,1,0,0,0,0,2,183
house,independent,sector 23,5.5,13095.0,9,9,3+,3.0,Moderately Old,4200.0,1,0,0,0,1,2,0
flat,supertech araville,sector 79,0.9,6950.0,2,2,0,12.0,Relatively New,1295.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.65,7908.0,2,1,2,3.0,New Property,913.3333333333333,0,0,0,0,0,0,96
house,independent,sector 28,1.45,8002.0,3,2,1,1.0,Relatively New,1800.0,0,0,0,0,0,0,0
flat,bestech altura,sector 79,1.85,8605.0,3,3,3,7.0,New Property,1650.0,1,0,0,0,0,0,62
flat,ireo the corridors,sector 67a,2.0,11429.0,3,3,3,12.0,New Property,1583.3333333333333,0,1,0,0,0,0,47
house,independent,sector 3,0.9,8929.0,3,1,0,1.0,Moderately Old,1008.0,0,0,0,0,0,0,0
house,independent,sector 4,0.5,9259.0,2,3,2,3.0,Old Property,540.0,0,0,0,0,0,0,0
house,independent,sector 23,2.8,17983.0,5,5,3+,2.0,Old Property,1557.0,0,0,0,1,0,2,83
flat,m3m the marina,sector 68,1.32,8759.0,2,2,3,15.0,Relatively New,1363.4761904761904,0,1,0,0,0,0,129
flat,tulip monsella,sector 53,6.02,20816.0,3,3,3,29.0,Under Construction,2892.0,0,0,0,0,0,0,85
house,independent,sector 57,8.31,24171.0,5,6,3+,4.0,Old Property,3438.0,1,1,1,1,0,0,43
flat,dlf royalton tower,sector 43,6.5,22109.0,4,5,2,8.0,Relatively New,2659.9999999999995,1,0,0,0,0,0,15
flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1506.4285714285713,0,0,0,0,0,0,56
